CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn_probability,risk_band_default,risk_band_optimized,actual_churn,predicted_churn_f1
648,France,Female,50,9,102535.57,1,1,1,189543.19,0.3462,Low,Medium,0,1
530,France,Female,33,4,129307.32,1,1,1,172930.28,0.0866,Low,Low,0,0
700,France,Female,32,3,0.0,1,0,0,95740.37,0.1668,Low,Low,0,0
546,France,Male,29,5,0.0,1,1,1,94823.95,0.0894,Low,Low,0,0
757,France,Male,36,7,144852.06,1,0,0,130861.95,0.0999,Low,Low,0,0
750,France,Female,37,6,0.0,1,1,1,117948.0,0.157,Low,Low,1,0
683,Spain,Female,36,7,0.0,2,1,0,104786.59,0.05,Low,Low,0,0
606,France,Male,61,5,108166.09,2,0,1,8643.21,0.1638,Low,Low,0,0
650,Spain,Male,20,8,0.0,2,1,1,113469.65,0.0229,Low,Low,0,0
678,France,Female,34,6,0.0,2,1,1,124592.84,0.0296,Low,Low,0,0
664,Germany,Female,36,2,127160.78,2,1,0,78140.75,0.1247,Low,Low,0,0
627,France,Male,44,6,153548.12,1,0,0,35300.08,0.296,Low,Low,1,0
649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0.1538,Low,Low,0,0
779,Germany,Male,33,1,158456.76,1,1,1,197000.92,0.1378,Low,Low,1,0
766,Germany,Male,47,9,129289.98,1,1,0,169935.46,0.7513,High,High,1,1
684,Spain,Female,38,3,0.0,2,1,0,44255.65,0.0523,Low,Low,0,0
744,France,Male,42,1,112419.92,1,1,1,83022.92,0.1198,Low,Low,0,0
783,Germany,Female,58,3,127539.3,1,1,1,96590.39,0.5361,Medium,Medium,1,1
744,Spain,Male,30,1,128065.12,1,1,0,121525.48,0.093,Low,Low,0,0
513,France,Male,35,8,0.0,1,1,0,76640.29,0.1637,Low,Low,1,0
758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0.0768,Low,Low,0,0
622,Germany,Female,28,1,143124.63,2,1,0,81723.8,0.0829,Low,Low,0,0
680,Germany,Male,44,0,129974.79,2,1,1,33391.38,0.1864,Low,Low,0,0
667,Germany,Female,44,5,140406.68,2,0,1,57164.19,0.1991,Low,Low,0,0
635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0.0647,Low,Low,0,0
546,France,Female,27,8,0.0,2,1,1,14858.1,0.0302,Low,Low,0,0
610,France,Female,35,7,81905.95,1,1,1,61623.19,0.104,Low,Low,0,0
678,Germany,Male,36,1,117864.85,2,1,0,27619.06,0.089,Low,Low,0,0
599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0.1045,Low,Low,0,0
589,France,Female,50,4,0.0,2,0,1,182076.97,0.1597,Low,Low,0,0
698,France,Male,29,5,95167.55,1,1,1,152723.23,0.0552,Low,Low,0,0
748,Germany,Male,45,2,119852.01,1,0,0,73853.94,0.7363,High,High,1,1
535,Spain,Male,48,9,109472.47,1,1,0,157358.43,0.4974,Medium,Medium,1,1
601,Germany,Female,48,8,120782.7,1,1,0,63940.68,0.7967,High,High,1,1
810,France,Female,38,9,153166.17,1,1,1,93261.69,0.0996,Low,Low,0,0
570,Spain,Male,21,7,116099.82,1,1,1,148087.62,0.0619,Low,Low,0,0
696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0.1251,Low,Low,0,0
656,Germany,Female,49,9,97092.87,1,1,0,74771.22,0.8067,High,High,1,1
838,Spain,Female,41,5,0.0,2,1,0,81313.51,0.0452,Low,Low,0,0
585,Spain,Female,56,1,128472.8,1,1,0,186476.91,0.8551,High,High,1,1
594,France,Male,61,3,62391.22,1,1,1,192434.11,0.2359,Low,Low,0,0
688,Germany,Male,41,2,112871.19,2,0,1,65520.74,0.0995,Low,Low,0,0
762,France,Male,26,6,130428.78,1,1,0,173365.89,0.0892,Low,Low,0,0
669,France,Male,25,1,157848.53,1,0,0,37543.93,0.0772,Low,Low,1,0
602,France,Female,63,7,0.0,2,1,1,56323.21,0.0551,Low,Low,0,0
504,Germany,Female,44,0,131873.07,2,1,1,158036.72,0.3402,Low,Medium,1,1
682,France,Male,38,4,107192.38,1,1,1,15669.17,0.0843,Low,Low,0,0
850,Germany,Female,45,5,127258.79,1,1,1,192744.23,0.6041,Medium,Medium,1,1
567,France,Male,54,9,96402.96,1,0,0,52035.29,0.811,High,High,1,1
617,Spain,Male,50,7,0.0,1,1,0,184839.7,0.779,High,High,1,1
652,France,Male,51,7,0.0,2,0,1,43496.36,0.0824,Low,Low,0,0
835,Germany,Female,47,5,108289.28,2,1,1,45859.55,0.3565,Low,Medium,1,1
688,France,Female,32,6,123157.95,1,1,0,172531.23,0.116,Low,Low,0,0
646,France,Female,37,7,96558.66,1,0,0,163427.18,0.1603,Low,Low,0,0
743,France,Male,30,7,77599.23,1,0,0,144407.1,0.0877,Low,Low,0,0
507,France,Female,29,4,89349.47,2,0,0,180626.68,0.0599,Low,Low,0,0
652,France,Male,31,2,119148.55,1,0,0,149740.22,0.083,Low,Low,0,0
588,Spain,Female,35,7,0.0,2,1,1,108739.15,0.0415,Low,Low,0,0
640,France,Female,20,4,0.0,2,0,1,78310.82,0.032,Low,Low,0,0
545,Germany,Male,37,9,95829.13,2,0,1,104936.88,0.0606,Low,Low,0,0
350,France,Female,40,0,111098.85,1,1,1,172321.21,0.4734,Medium,Medium,1,1
651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0.3601,Low,Medium,0,1
672,France,Male,52,8,170008.84,1,0,0,56407.42,0.7233,High,High,1,1
438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0.1479,Low,Low,0,0
556,France,Male,40,5,125909.85,1,1,1,95124.4,0.1244,Low,Low,0,0
719,France,Male,36,3,155423.17,1,1,1,199841.32,0.0732,Low,Low,0,0
578,France,Male,23,10,88980.32,1,1,1,125222.36,0.062,Low,Low,0,0
674,France,Female,21,9,120150.39,2,1,1,33964.03,0.0505,Low,Low,0,0
692,France,Female,36,3,79551.12,1,0,1,178267.07,0.0982,Low,Low,0,0
719,Spain,Male,38,0,0.0,1,1,0,126876.47,0.2085,Low,Low,0,0
840,Germany,Female,51,1,87779.83,1,0,1,36687.11,0.5159,Medium,Medium,1,1
526,France,Male,28,1,112070.44,1,0,1,126281.83,0.0542,Low,Low,0,0
468,France,Female,56,10,0.0,3,0,1,62256.87,0.9016,High,High,1,1
625,Germany,Female,49,4,128504.76,1,1,0,126812.63,0.8171,High,High,1,1
495,France,Male,47,10,137682.68,1,1,0,71071.47,0.4157,Medium,Medium,0,1
659,France,Male,36,6,123841.49,2,1,0,96833.0,0.0558,Low,Low,0,0
787,France,Female,85,10,0.0,2,1,1,116537.96,0.0303,Low,Low,0,0
673,France,Female,43,5,168069.73,1,1,1,146992.24,0.214,Low,Low,1,0
695,Germany,Female,53,8,95231.91,1,0,0,70140.8,0.8482,High,High,1,1
690,Germany,Female,54,1,144027.8,1,1,1,108731.02,0.5596,Medium,Medium,1,1
720,Germany,Male,60,9,115920.62,2,0,0,157552.08,0.7728,High,High,1,1
432,Germany,Female,45,3,110219.14,1,1,0,43046.7,0.7637,High,High,1,1
641,France,Male,31,10,155978.17,1,1,0,91510.71,0.0846,Low,Low,0,0
676,Germany,Male,48,3,80697.44,1,0,0,101397.86,0.6276,Medium,Medium,0,1
468,France,Male,46,7,91443.75,1,1,0,10958.18,0.4166,Medium,Medium,0,1
515,France,Female,28,9,0.0,2,0,0,94141.75,0.0353,Low,Low,0,0
671,Spain,Male,32,6,123912.78,2,1,1,146636.44,0.0431,Low,Low,0,0
772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0.057,Low,Low,0,0
571,France,Male,40,10,112896.86,1,1,1,121402.53,0.1162,Low,Low,0,0
726,France,Female,42,2,109471.79,1,0,1,175161.05,0.2091,Low,Low,0,0
606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0.0894,Low,Low,0,0
624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0.0854,Low,Low,0,0
636,Germany,Male,67,7,136709.35,1,0,1,66753.1,0.2465,Low,Low,1,0
463,Germany,Female,41,8,123151.51,2,1,0,70127.93,0.1718,Low,Low,0,0
635,Germany,Female,65,5,117325.54,1,1,0,155799.86,0.899,High,High,1,1
576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0.2038,Low,Low,0,0
795,Spain,Female,56,5,0.0,1,1,0,35418.69,0.9178,High,High,1,1
521,France,Female,39,6,0.0,2,0,1,27375.15,0.0527,Low,Low,0,0
554,Germany,Male,26,4,121365.39,1,1,1,8742.36,0.1613,Low,Low,0,0
733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0.1535,Low,Low,0,0
718,France,Female,49,10,0.0,1,1,0,184474.72,0.8017,High,High,1,1
554,France,Female,39,10,160132.75,1,1,0,32824.15,0.1816,Low,Low,0,0
490,France,Male,34,5,122952.9,2,0,0,154360.97,0.0461,Low,Low,0,0
652,Spain,Female,42,4,0.0,2,1,1,38152.01,0.0464,Low,Low,0,0
674,France,Male,26,6,166257.96,1,1,1,149369.41,0.0541,Low,Low,0,0
498,France,Female,29,9,0.0,1,1,0,190035.83,0.2175,Low,Low,0,0
811,France,Male,42,10,0.0,2,1,1,3797.79,0.0256,Low,Low,0,0
850,France,Male,31,6,131996.66,2,1,1,178747.43,0.0327,Low,Low,0,0
634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0.1122,Low,Low,0,0
588,France,Female,64,3,0.0,1,1,1,189703.65,0.404,Medium,Medium,0,1
663,Germany,Female,36,6,77253.5,1,0,0,35817.97,0.2432,Low,Low,1,0
609,France,Male,39,3,121778.71,1,1,1,138399.67,0.0992,Low,Low,0,0
817,Germany,Female,46,0,89087.89,1,0,1,87941.85,0.5214,Medium,Medium,1,1
763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0.2119,Low,Low,0,0
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0.2022,Low,Low,0,0
708,Spain,Male,19,7,112615.86,1,1,1,4491.77,0.0628,Low,Low,0,0
529,Spain,Male,34,9,0.0,1,1,1,93208.22,0.0968,Low,Low,0,0
793,Spain,Male,52,2,0.0,1,1,0,159123.82,0.8469,High,High,1,1
786,Spain,Male,29,7,80895.44,2,1,0,64945.57,0.0453,Low,Low,0,0
642,Spain,Female,33,9,0.0,2,1,1,150475.14,0.0395,Low,Low,0,0
603,Germany,Male,35,1,123407.69,1,1,0,152541.89,0.2766,Low,Low,1,0
582,France,Male,31,2,0.0,2,1,1,33747.03,0.0227,Low,Low,0,0
598,Spain,Female,35,8,0.0,3,0,1,88658.73,0.4562,Medium,Medium,0,1
644,Germany,Male,47,9,137774.11,2,1,0,151902.78,0.379,Low,Medium,0,1
627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0.065,Low,Low,0,0
556,Germany,Male,33,3,124213.36,2,1,0,62627.55,0.0753,Low,Low,0,0
696,Spain,Male,24,9,0.0,1,0,0,10883.52,0.1361,Low,Low,0,0
454,Spain,Female,48,5,144837.79,1,1,1,93151.77,0.3061,Low,Low,0,0
850,France,Male,31,1,96399.31,2,1,0,106534.15,0.0376,Low,Low,0,0
606,Spain,Male,34,3,161572.24,1,0,1,191076.22,0.0812,Low,Low,0,0
746,Spain,Male,49,7,0.0,2,0,1,10096.25,0.078,Low,Low,0,0
734,France,Male,51,1,118537.47,1,1,1,116912.45,0.2437,Low,Low,0,0
694,France,Male,47,4,0.0,2,1,0,197528.62,0.1316,Low,Low,0,0
622,France,Female,32,6,169089.38,2,1,0,101057.95,0.0638,Low,Low,0,0
641,France,Male,31,9,112494.99,1,1,1,32231.6,0.0613,Low,Low,0,0
539,France,Female,22,0,100885.93,2,1,1,38772.65,0.056,Low,Low,0,0
626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0.1975,Low,Low,0,0
662,France,Male,29,5,147092.65,1,1,0,10928.3,0.0819,Low,Low,0,0
496,France,Female,41,1,176024.05,2,1,0,182337.98,0.2385,Low,Low,0,0
719,Spain,Female,35,8,0.0,1,1,1,165162.4,0.157,Low,Low,0,0
694,Spain,Female,35,7,0.0,1,1,0,133570.43,0.2268,Low,Low,1,0
629,Germany,Male,35,8,112330.83,1,1,1,91001.02,0.1898,Low,Low,0,0
707,France,Female,46,7,127476.73,2,1,1,146011.55,0.2258,Low,Low,0,0
640,France,Male,45,1,0.0,1,1,1,10908.33,0.3531,Low,Medium,0,1
760,France,Female,32,7,0.0,2,1,1,105969.05,0.0296,Low,Low,0,0
774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0.0535,Low,Low,0,0
710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0.0695,Low,Low,0,0
562,Spain,Male,36,5,0.0,1,0,1,182843.24,0.1486,Low,Low,0,0
569,France,Male,37,9,178755.84,1,1,0,199929.17,0.222,Low,Low,0,0
685,Spain,Female,43,6,117302.62,1,0,0,68701.73,0.3376,Low,Low,0,0
516,France,Male,37,8,0.0,1,1,0,101834.58,0.1911,Low,Low,0,0
850,France,Female,32,8,0.0,2,1,1,55593.8,0.0268,Low,Low,0,0
559,Spain,Female,40,7,144470.77,1,1,1,18917.95,0.1655,Low,Low,0,0
757,Spain,Male,30,3,145396.49,1,0,1,198341.15,0.0674,Low,Low,0,0
651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0.0908,Low,Low,0,0
740,France,Male,36,4,172381.8,1,1,1,86480.29,0.0627,Low,Low,0,0
545,France,Female,55,5,0.0,1,0,0,10034.77,0.9206,High,High,1,1
641,Spain,Male,40,5,102145.13,1,1,1,100637.07,0.1142,Low,Low,0,0
669,France,Female,35,7,0.0,1,1,1,49108.23,0.1462,Low,Low,1,0
655,France,Male,37,4,0.0,2,1,1,142415.97,0.0263,Low,Low,0,0
729,Germany,Female,39,1,131513.26,1,1,1,193715.0,0.3515,Low,Medium,0,1
512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0.1367,Low,Low,0,0
621,France,Male,31,7,136658.61,1,1,1,148689.13,0.0585,Low,Low,0,0
693,France,Male,31,1,0.0,2,0,1,182270.88,0.0234,Low,Low,0,0
708,Spain,Male,33,3,0.0,2,1,0,138613.21,0.0311,Low,Low,0,0
754,Spain,Female,19,9,0.0,1,1,0,189641.11,0.2672,Low,Low,0,0
778,Germany,Female,48,3,102290.56,2,1,0,182691.31,0.5092,Medium,Medium,0,1
651,Germany,Female,35,1,163700.78,3,1,1,29583.48,0.8263,High,High,1,1
608,France,Male,50,6,0.0,1,1,0,93568.77,0.7276,High,High,1,1
702,Germany,Female,60,5,138597.54,2,1,1,41536.59,0.2142,Low,Low,1,0
613,France,Female,24,7,140453.91,1,1,0,129001.3,0.1027,Low,Low,0,0
717,France,Male,36,2,148061.89,1,1,0,179128.69,0.1074,Low,Low,1,0
463,France,Male,35,2,101257.16,1,1,1,118113.64,0.0665,Low,Low,0,0
692,Germany,Male,24,2,120596.93,1,0,1,180490.53,0.1644,Low,Low,0,0
684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0.4933,Medium,Medium,0,1
678,Spain,Female,49,1,0.0,2,1,1,102472.9,0.1131,Low,Low,0,0
619,Germany,Male,40,9,103604.31,2,0,0,140947.05,0.1032,Low,Low,0,0
632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0.2698,Low,Low,0,0
576,France,Male,32,7,0.0,2,1,0,4660.91,0.0237,Low,Low,0,0
791,Spain,Male,25,7,0.0,1,1,0,89666.28,0.1369,Low,Low,0,0
509,France,Male,26,10,0.0,2,1,1,6177.83,0.0223,Low,Low,0,0
567,France,Male,36,7,0.0,2,0,1,3896.08,0.0267,Low,Low,0,0
630,Germany,Female,28,8,106425.75,1,1,1,20344.84,0.1982,Low,Low,0,0
674,France,Female,27,4,79144.34,1,0,1,50743.83,0.0779,Low,Low,0,0
663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0.0568,Low,Low,0,0
626,Spain,Male,62,3,0.0,1,1,1,65010.74,0.3025,Low,Low,0,0
710,Germany,Male,37,6,135795.63,1,0,1,46523.6,0.1837,Low,Low,0,0
698,Spain,Male,45,5,164450.94,1,1,0,141970.02,0.393,Low,Medium,1,1
754,Germany,Female,55,3,161608.81,1,1,0,8080.85,0.8619,High,High,1,1
520,France,Male,34,4,134007.9,1,1,1,193209.11,0.0729,Low,Low,0,0
706,Germany,Female,46,7,111288.18,1,1,1,149170.25,0.612,Medium,Medium,1,1
738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0.0619,Low,Low,0,0
850,Spain,Female,39,6,0.0,2,1,0,103921.43,0.0429,Low,Low,0,0
750,Spain,Female,39,6,0.0,2,0,0,19264.33,0.0587,Low,Low,0,0
617,France,Male,54,6,102141.9,1,1,1,45325.26,0.2618,Low,Low,0,0
616,France,Male,37,9,0.0,1,1,0,111312.96,0.1777,Low,Low,0,0
548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0.1081,Low,Low,0,0
507,Germany,Male,40,3,120105.43,1,1,0,92075.01,0.482,Medium,Medium,1,1
809,France,Female,38,2,154763.21,2,1,1,174800.31,0.0654,Low,Low,0,0
673,France,Female,38,2,170061.92,2,0,0,134901.34,0.1129,Low,Low,1,0
487,Spain,Male,44,6,61691.45,1,1,1,53087.98,0.2057,Low,Low,0,0
782,Spain,Female,41,4,0.0,1,1,0,132943.88,0.3822,Low,Medium,0,1
778,France,Male,42,6,0.0,2,1,1,106197.44,0.0273,Low,Low,0,0
608,Spain,Female,56,5,0.0,2,0,1,153810.41,0.1635,Low,Low,0,0
526,France,Female,37,5,53573.18,1,1,0,62830.97,0.3141,Low,Low,0,0
638,Germany,Female,53,1,123916.67,1,1,0,16657.68,0.8947,High,High,1,1
681,France,Male,34,7,0.0,2,0,0,130686.59,0.0284,Low,Low,0,0
693,Germany,Male,44,5,124601.58,2,1,1,46998.13,0.1832,Low,Low,1,0
529,France,Male,61,1,0.0,2,1,1,191370.97,0.0675,Low,Low,0,0
779,Spain,Female,38,7,0.0,2,1,1,138542.87,0.0417,Low,Low,0,0
550,Germany,Female,45,8,111257.59,1,0,0,97623.42,0.7527,High,High,1,1
535,Spain,Male,35,8,118989.92,1,1,1,135536.72,0.0731,Low,Low,0,0
618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0.1797,Low,Low,0,0
458,Germany,Male,35,9,146780.52,2,1,1,3476.38,0.0531,Low,Low,0,0
539,France,Male,38,5,0.0,2,1,0,47388.41,0.0361,Low,Low,0,0
715,France,Female,38,0,0.0,2,1,1,332.81,0.3511,Low,Medium,0,1
592,Spain,Female,41,2,138734.94,1,1,0,90020.74,0.2329,Low,Low,0,0
645,France,Male,29,1,130131.08,2,0,1,196474.35,0.038,Low,Low,0,0
733,Germany,Male,38,9,111347.37,2,0,1,194872.97,0.0788,Low,Low,0,0
565,Germany,Female,58,3,108888.24,3,0,1,135875.51,0.9549,High,High,1,1
566,France,Male,34,3,0.0,1,0,0,188135.69,0.1589,Low,Low,0,0
569,Spain,Female,42,1,0.0,1,1,1,83629.6,0.3259,Low,Low,1,0
680,France,Male,34,3,143292.95,1,1,0,66526.01,0.0904,Low,Low,0,0
564,France,Male,31,4,0.0,2,1,0,53520.03,0.0279,Low,Low,0,0
601,France,Male,39,3,72647.64,1,1,0,41777.9,0.1533,Low,Low,1,0
771,Spain,Female,33,5,0.0,2,1,0,8673.43,0.0454,Low,Low,0,0
636,Spain,Female,32,8,0.0,2,1,0,138555.46,0.0432,Low,Low,0,0
659,Germany,Male,39,8,106259.63,2,1,1,198103.32,0.0801,Low,Low,0,0
678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0.1492,Low,Low,0,0
732,France,Male,46,0,0.0,2,1,1,184350.78,0.06,Low,Low,0,0
651,France,Male,28,10,79562.98,1,1,1,74687.37,0.0572,Low,Low,0,0
755,France,Female,78,5,121206.96,1,1,1,76016.49,0.076,Low,Low,0,0
674,France,Male,45,7,142072.02,1,1,0,37013.29,0.3868,Low,Medium,0,1
659,France,Male,20,8,0.0,2,0,0,112572.02,0.0279,Low,Low,0,0
721,France,Female,49,1,120108.56,1,0,1,183421.76,0.3709,Low,Medium,0,1
766,France,Female,26,3,104258.8,1,1,1,428.23,0.0813,Low,Low,0,0
575,Spain,Female,30,8,0.0,2,1,0,185341.63,0.0433,Low,Low,0,0
537,Spain,Male,42,1,190569.23,1,0,1,127154.8,0.1857,Low,Low,0,0
633,Spain,Female,33,4,92855.02,1,1,1,159813.18,0.098,Low,Low,0,0
707,France,Male,40,1,0.0,2,1,0,14090.4,0.0349,Low,Low,1,0
602,France,Male,38,7,111835.94,2,1,0,124389.61,0.0654,Low,Low,0,0
684,Germany,Male,42,1,117691.0,1,1,1,23135.65,0.3696,Low,Medium,1,1
621,France,Male,39,6,0.0,2,1,1,58883.91,0.032,Low,Low,0,0
777,France,Female,30,4,137851.31,1,1,0,5008.23,0.1129,Low,Low,1,0
828,France,Male,30,4,73070.18,2,0,0,161671.15,0.0379,Low,Low,0,0
573,Germany,Male,30,8,127406.5,1,1,0,192950.6,0.2593,Low,Low,0,0
673,Spain,Male,43,8,127132.96,1,0,1,6009.27,0.1475,Low,Low,1,0
481,France,Male,44,9,175303.06,1,1,0,65500.53,0.3845,Low,Medium,1,1
738,Spain,Male,44,2,0.0,2,1,0,43018.82,0.068,Low,Low,1,0
562,France,Female,27,3,0.0,2,1,0,28137.03,0.0335,Low,Low,0,0
707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0.3058,Low,Low,0,0
604,Germany,Female,47,4,118907.6,1,0,1,47777.15,0.6487,Medium,Medium,1,1
655,Germany,Male,32,9,113447.01,1,1,0,82084.3,0.2405,Low,Low,0,0
674,Germany,Male,44,3,88902.21,1,1,0,73731.32,0.5385,Medium,Medium,0,1
663,Spain,Male,52,0,136298.65,1,1,0,144593.3,0.6635,Medium,Medium,1,1
510,Spain,Female,38,4,0.0,1,1,0,118913.53,0.2482,Low,Low,1,0
704,France,Female,45,6,0.0,1,1,1,137739.45,0.4279,Medium,Medium,0,1
659,France,Male,35,6,0.0,2,1,1,58879.11,0.0253,Low,Low,0,0
682,France,Male,41,6,0.0,2,0,1,134158.09,0.0271,Low,Low,1,0
598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0.335,Low,Low,0,0
552,Germany,Female,42,8,103362.14,1,0,1,186869.58,0.4816,Medium,Medium,1,1
587,Germany,Female,37,6,104414.03,1,1,0,192026.02,0.3961,Low,Medium,0,1
686,France,Male,37,9,134560.62,1,1,0,27596.39,0.1163,Low,Low,0,0
697,Spain,Male,30,1,0.0,2,0,0,735.79,0.0584,Low,Low,0,0
778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0.3423,Low,Medium,0,1
850,Germany,Male,36,7,102800.72,1,1,1,87352.43,0.1599,Low,Low,0,0
656,France,Male,36,8,97786.08,2,0,1,21478.36,0.0419,Low,Low,0,0
656,Spain,Female,32,1,104254.27,1,1,1,17034.37,0.0849,Low,Low,0,0
849,France,Male,69,7,71996.09,1,1,1,139065.94,0.077,Low,Low,0,0
632,Spain,Male,47,3,0.0,2,1,0,178822.32,0.1401,Low,Low,0,0
770,Spain,Male,30,8,0.0,2,0,1,50839.85,0.0238,Low,Low,0,0
681,France,Male,36,5,141952.07,1,1,1,185144.08,0.0732,Low,Low,0,0
660,France,Male,37,2,97324.91,1,1,0,23291.83,0.1135,Low,Low,0,0
649,France,Female,36,8,0.0,2,0,1,109179.89,0.0377,Low,Low,0,0
807,Germany,Female,42,9,105356.09,2,1,1,130489.37,0.1382,Low,Low,0,0
765,France,Male,44,6,0.0,2,1,1,159899.97,0.036,Low,Low,0,0
824,Germany,Male,49,8,133231.48,1,1,1,67885.37,0.5074,Medium,Medium,0,1
619,France,Male,25,4,0.0,1,1,0,145524.36,0.1256,Low,Low,0,0
555,Spain,Female,35,1,0.0,2,1,0,101667.0,0.052,Low,Low,0,0
764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0.2477,Low,Low,0,0
752,France,Female,53,8,114233.18,1,1,1,51587.04,0.3227,Low,Low,0,0
772,Germany,Male,42,3,75075.31,2,1,0,92888.52,0.067,Low,Low,1,0
660,France,Female,40,8,167181.01,1,1,1,185156.94,0.165,Low,Low,0,0
670,Germany,Male,40,2,164948.98,3,0,0,177028.0,0.8677,High,High,1,1
654,France,Male,32,9,121455.65,1,1,0,190068.53,0.0995,Low,Low,1,0
754,France,Male,61,5,146622.35,1,1,1,41815.22,0.1504,Low,Low,1,0
613,France,Male,41,7,0.0,2,1,0,60297.72,0.0337,Low,Low,0,0
581,France,Male,37,7,0.0,2,1,1,74320.75,0.0299,Low,Low,0,0
521,France,Male,43,8,0.0,1,1,1,93180.09,0.2678,Low,Low,0,0
498,France,Male,34,5,0.0,2,1,1,91711.66,0.0238,Low,Low,0,0
416,Germany,Female,25,0,97738.97,2,1,1,160523.33,0.1551,Low,Low,0,0
708,France,Female,59,2,0.0,1,1,0,179673.11,0.9315,High,High,1,1
737,Germany,Female,45,2,99169.67,2,1,1,78650.95,0.285,Low,Low,0,0
819,France,Male,35,1,0.0,2,0,1,3385.04,0.0228,Low,Low,0,0
533,France,Female,35,8,0.0,2,1,1,187900.12,0.0484,Low,Low,0,0
641,Spain,Female,40,4,101090.27,1,1,1,51703.09,0.1584,Low,Low,0,0
688,France,Male,26,0,0.0,2,1,0,105784.85,0.0297,Low,Low,0,0
756,Germany,Female,34,2,148200.72,1,0,0,194584.48,0.2285,Low,Low,0,0
807,France,Male,43,1,105799.32,2,1,0,34888.04,0.1308,Low,Low,1,0
769,France,Male,29,2,123757.52,2,1,0,84872.66,0.0482,Low,Low,0,0
489,France,Female,38,5,117289.92,1,0,0,85231.88,0.1589,Low,Low,0,0
545,Spain,Female,44,1,0.0,2,1,1,82614.89,0.0813,Low,Low,0,0
773,Germany,Male,51,8,116197.65,2,1,1,86701.4,0.3172,Low,Low,0,0
727,Spain,Male,38,2,62276.99,1,1,1,59280.79,0.0914,Low,Low,0,0
639,France,Male,39,6,150555.83,1,1,0,30414.17,0.1353,Low,Low,0,0
604,Spain,Male,43,2,145081.72,1,1,1,23881.62,0.1556,Low,Low,0,0
585,Germany,Male,37,6,152496.82,1,1,1,99907.29,0.1541,Low,Low,0,0
769,France,Male,51,9,156773.78,2,1,0,40257.79,0.4418,Medium,Medium,0,1
581,France,Male,28,3,104367.5,1,1,1,29937.75,0.0585,Low,Low,0,0
524,France,Male,32,1,144875.71,1,0,0,187740.04,0.0881,Low,Low,0,0
683,Germany,Female,35,1,132371.3,2,0,0,186123.57,0.1151,Low,Low,0,0
730,France,Female,37,1,0.0,2,1,1,124364.63,0.04,Low,Low,0,0
551,Spain,Male,27,2,113873.22,1,1,1,85129.77,0.0651,Low,Low,1,0
764,France,Female,40,9,100480.53,1,1,0,124095.69,0.2454,Low,Low,0,0
680,France,Female,47,5,0.0,2,1,1,179843.33,0.1189,Low,Low,0,0
587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0.1866,Low,Low,0,0
675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0.0973,Low,Low,0,0
735,France,Male,41,7,179904.0,1,1,1,137180.95,0.1795,Low,Low,0,0
653,France,Male,38,8,119315.75,1,1,0,150468.35,0.1253,Low,Low,0,0
615,France,Male,66,7,0.0,2,1,1,74580.8,0.0319,Low,Low,0,0
789,Germany,Male,51,3,104677.09,1,1,0,74265.38,0.8438,High,High,0,1
579,France,Male,36,9,129829.59,1,1,1,60906.12,0.0715,Low,Low,0,0
714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0.8106,High,High,0,1
688,Spain,Male,32,6,124179.3,1,1,1,138759.15,0.0603,Low,Low,0,0
518,Germany,Male,46,4,113625.93,1,0,0,92727.42,0.7522,High,High,1,1
737,Spain,Female,45,2,0.0,2,0,1,177695.67,0.1048,Low,Low,0,0
